title,date,views,likes,comments,team_score,opponent_score
"TOOTHLESS SPURS AND LIVERPOOL,  UNITED 9- 0 ENERGY ENERGY ENERGY! @United-Central@White Yardie",2021-02-05,49340,3150,108,0.0,9.0
ABSOLUTE FOSSIL FOOTBALL IT LEAVES ME WITH NO FAITH ATHEIST FC! WE BETTER BEAT WEST BROM EXPRESSIONS,2021-02-05,77411,3255,592,,
I HAVE HAD ENOUGH!!!!!!! 🤬🤬🤬 Tottenham (0) vs Chelsea (1) EXPRESSIONS REACTS,2021-02-04,194628,8600,1705,,
Tottenham vs Chelsea LIVE WITH EXPRESSIONS OOZING,2021-02-04,146805,6018,229,,
Spurs vs Chelsea PREVIEW | EXPRESSIONS VS SOPHIE ROSE-CAN WE BREAK THE RUN OF KATIE HOPKINS FOOTBALL,2021-02-02,119522,5647,816,,
"DISGRACEFUL FOSSIL FOOTBALL, FINES SHOULD BE HANDED OUT🤬🤬 | Brighton (1) vs Spurs (0) EXPRESSIONS",2021-01-31,176400,7364,1381,,
Brighton vs Tottenham LIVE WITH EXPRESSIONS OOZING,2021-01-31,134795,6086,259,,
"LIVERPOOL DESTROY SPURS, KELL BROOK FC BEAT UNITED, | ENERGY! ENERGY! ENERGY! EP 5 @United-Central",2021-01-29,33418,1852,67,,
"SHOCKING DECISIONS FROM MOURINHO, COMEDY DEFENCE SOME OF THESE PLAYERS ARE DONE! EXPRESSIONS REACTS",2021-01-29,48694,2182,471,,
"IM FUMING, MISTAKE AFTER MISTAKE!!| Tottenham (1) vs Liverpool (3) EXPRESSIONS",2021-01-28,133662,5586,951,,
EMBARRASSING!!! I’m Fuming!! Tottenham vs Liverpool WATCH ALONG with EXPRESSIONS @James Redmond TV,2021-01-28,139352,4871,214,,
I WANT REVENGE!!| TOTTENHAM VS LIVERPOOL MATCH PREVIEW EXPRESSIONS VS HAMEZ,2021-01-27,28269,2145,101,,
"IS BALE FINISHED?? NDOMBALLING, FRANK LAMPARD SACKED!!! | WYCOMBE (1) VS TOTTENHAM (4) EXPRESSIONS",2021-01-25,53201,2912,432,,
Wycombe vs Tottenham FA CUP with EXPRESSIONS OOZING @tapintobs @Rants N Bants,2021-01-25,67796,2865,47,,
"BREXIT FC END LIVERPOOLS HOME RUN , UNITED WIN AGAIN, CITY FOR TITLE?| JUST KNOW BRUV-EHHH EPISODE 4",2021-01-22,34501,2240,67,,
I HAVE NEVER BEEN MORE EMBARRASSED! THIS GIRL IS CRAZY 😳| THE EX FILES WITH EXPRESSIONS,2021-01-21,81532,5530,535,,
"SPURS SERVE UP SHEFFIELD, LIVERPOOL VS MAN UNITED STINK OUT THE REST OF THE DAY| EXPRESSIONS REACTS",2021-01-17,32854,2030,333,,
Sheffield United vs Tottenham LIVE WITH EXPRESSIONS OOZING  @tottenhamtobs  @James Redmond TV,2021-01-17,62361,2882,47,,
I WANT 3 POINTS BUT SHUTTING DOWN AFTER 1 GOAL HAS TO STOP| DELE LEAVING! POCHETTINO WINS TROPHY- EX,2021-01-16,29906,1576,256,,
"TERRIBLE WEEK OF FOOTBALL SO FAR, MAN UNITED VS LIVERPOOL |JUST KNOW BRUV-EHHH 3 @James Redmond TV",2021-01-15,29506,2137,127,,
I CAN'T BELIEVE IT!!! 🤬 Tottenham (1)  vs Fulham (1) EXPRESSIONS REACTS,2021-01-13,108355,5323,1125,,
Tottenham vs Fulham LIVE WITH EXPRESSIONS OOZING +@James Redmond TV,2021-01-13,63154,2842,188,,
"VINICIUS= MORE GOALS THAN AUBA THIS SEASON 😂,DEVINE INTERVENTION FROM ALFIE MARINE (0) vs SPURS (5)",2021-01-10,32567,2194,397,,
WILL LAMPARD BE SACKED? CAN SPURS WIN CUP? LEAGUE ROUND UP |JUST KNOW BRUV-EHHH EP 2 @Rory Jennings,2021-01-07,44468,3330,140,,
Man United vs Man City CARABAO CUP SEMI FINAL LIVE @Expressions Oozing @TroopzTV @James Redmond TV,2021-01-06,69504,2368,115,,
I WANT THIS TROPHY THIS MEANS EVERYTHING BRING ON THE FINAL! Spurs (2) vs Brentford (0) EXPRESSIONS,2021-01-05,48219,3316,639,,
흥민손 SON-SATIONAL Tottenham vs Brentford LIVE with EXPRESSIONS OOZING @James Redmond TV  @LEE CHAPPY,2021-01-05,75028,3483,81,,
LEEDS GET OPENED UP IN TIER 4 WOO! DELE MISSING SELL-E ALI?| Tottenham (3) vs Leeds (0) EXPRESSIONS,2021-01-02,47789,2631,338,,
100 GOALS FOR SONALDO (흥민손) Tottenham vs Leeds LIVE with EXPRESSIONS OOZING ~@James Redmond TV,2021-01-02,61742,2910,76,,
EXPRESSIONS RIPS INTO SOUTHGATE & RANTS NOT HAPPY AS RONALDO WINS UTD P.O.T.S | Bants Sports OOZ #43,2022-06-06,66311,3058,668,,
"SPURS SIGN PERI PERISIC, CONTE BACKED, WE NEED REINFORCEMENTS!! EXPRESSIONS REACTS",2022-06-01,61668,3132,388,,
"LIVERPOOL LOSE TO REAL MADRID IN CHAMPIONS LEAGUE, TROOPZ BLOCKS EXPRESSIONS! 😈Bants Sports OOZ #42",2022-05-31,79046,3791,754,,
EXPRESSIONS LOSES HIS VOICE BUT STILL COOKS DON ROBBIE AND RANTS WINS THE WAR | Bants Sports OOZ #41,2022-05-24,121087,5215,929,,
"SPURS MAKE TOP 4, EX DRINKS ROBBIE AND TROOPZ TEARS, SON 손흥민 WINS GOLDEN BOOT! Norwich 0-5 Tottenham",2022-05-22,116176,6956,750,5.0,0.0
NORWICH 0-5 Tottenham EXPRESSIONS Championship Sunday Live Barstool Philly Bar Presented by Skrill,2022-05-22,122524,3769,427,5.0,0.0
"EXPRESSIONS UNLEASHES ON TROOPZ & ROBBIE, RANTS HAS A MESSAGE FOR ARSENAL FANS! Bants Sports Ooz #40",2022-05-17,166638,7878,1602,,
SPURS TAKE THE TOP 4 BATTLE TO THE FINAL DAY! Tottenham 1-0 Burnley EXPRESSIONS REACTS,2022-05-15,57138,2814,307,1.0,0.0
Tottenham 1-0 Burnley | Premier League LIVE Watch Along with Expressions 토트넘vs번리 손흥민 라이브 축구중계,2022-05-15,59225,1898,54,1.0,0.0
ABSOLUTE SCENES AS SPURS WIN THE NORTH LONDON DERBY!Tottenham 3-0 Arsenal MATCH DAY VLOG EXPRESSIONS,2022-05-12,116640,5003,393,3.0,0.0
50 SHADES OF GREY IN NORTH LONDON!!! Tottenham 3-0 Arsenal EXPRESSIONS REACTS,2022-05-12,123019,8144,1184,3.0,0.0
IT KICKED OFF ONCE AGAIN! Who will get Top 4? Tottenham vs Arsenal COMBINED XI EXPRESSIONS @TroopzTV,2022-05-10,131631,6069,923,,
"BRIGHTON MUNICH STUN UNITED, SPURS RUIN LIVERPOOL’S TITLE CHARGE TOP 4 BATTLE? Bants Sports OOZ #39",2022-05-09,63527,2531,795,,
IS TOP 4 OVER FOR SPURS? CRIMINAL REFEREEING! 🤬 Liverpool 1-1 Tottenham EXPRESSIONS REACTS,2022-05-07,79173,3475,533,1.0,1.0
Liverpool 1-1 Tottenham | Premier League LIVE Watch Along with Expressions,2022-05-07,68259,2127,91,1.0,1.0
Pep Guardiola BOTTLES ANOTHER CHAMPIONS LEAGUE ! Real Madrid 3-1 Man City (6-5)  #shorts,2022-05-04,32044,1866,204,1.0,3.0
#petedavidson ALLEGEDLY GETS A TATTOO OF #kanyewest KIDS #shorts,2022-05-02,20600,995,42,,
THE FOXES HUNTED! THE TOP 4 HUNT IS STILL ON!! Tottenham 3-1 Leicester EXPRESSIONS REACTS,2022-05-01,43378,1953,228,3.0,1.0
손흥민 SONSATIONAL PERFORMANCE! Tottenham 3-1 Leicester | LIVE Watch Along with Expressions,2022-05-01,61517,1869,85,3.0,1.0
"SPURS STUNG BY THE BEES’S 😑 MAN UNITED’S TOP 4 HOPES UP IN SMOKE, CONTE TO PSG? Bants Sports OOZ #37",2022-04-25,77503,3007,730,,
TYSON FURY VS DILLIAN WHYTE LIVE AT WEMBLEY | with Expressions & @Rants N Bants,2022-04-24,28901,1144,159,,
TOP 4 HOPES STUNG BY THE BEES! SHOCKING PERFORMANCE | Brentford 0-0 Tottenham EXPRESSIONS REACTS,2022-04-23,102699,4110,710,0.0,0.0
Brentford 0-0 Tottenham | Premier League LIVE Watch Along with Expressions,2022-04-23,70301,1785,189,0.0,0.0
NORTH LONDON PUT IN A SPLIFF WHILE RONALDO RUNS RIOT! Bants Sports OOZ #36,2022-04-18,62320,2516,887,,
90 MINUTES OF MY LIFE I WILL NEVER GET BACK 🤬 Tottenham 0-1 Brighton MATCHDAY VLOG,2022-04-16,40803,1348,255,0.0,1.0
EMBARRASSING! SPURS GIVE ME HOPE JUST TO TAKE IT AWAY! 🤬 Tottenham 0-1 Brighton EXPRESSIONS REACTS,2022-04-16,89327,3744,585,0.0,1.0
Did A$AP Rocky cheat on RIHANNA? #shorts,2022-04-15,24981,1046,34,,
CHAMPIONS LEAGUE BRAWL!!! - Atletico Madrid vs Manchester City #shorts,2022-04-14,25032,1358,53,,
"SPURS CONNECT 4, UNITED OUT OF TOP 4 RACE?, ASSNA IN A NORTH LONDON SPLIFF! Bants Sports OOZ #35",2022-04-11,73083,3304,478,,
SON SHINES AS SPURS CONNECT 4 ASSNA IN A SPLIFF AGAIN! Aston Villa 0-4 Tottenham EXPRESSIONS REACTS,2022-04-09,84823,5043,586,4.0,0.0
HEUNG MIN SON 손흥민 DESTROYS VILLA! Aston Villa 0-4 Tottenham | LIVE Watch Along with Expressions,2022-04-09,92327,3181,253,4.0,0.0
"PATRICK VIAGRA DESTROYS ARSENAL, CHELSEA IN A SPLIFF, UNITED DRAW, SPURS TOP 4! Bants Sports OOZ #34",2022-04-05,72827,2827,548,,
WWE Wrestlemania 38 | LIVE Day 2 Watch Along With Expressions ft @Rants N Bants ​,2022-04-04,41861,1556,25,,
TOP 4 AND ABOVE THE ARSE LIKE A LOWER BACK! Tottenham 5-1 Newcastle EXPRESSIONS REACTS,2022-04-03,58959,3017,390,5.0,1.0
Tottenham 5-1 Newcastle | Premier League LIVE Watch Along with Expressions,2022-04-03,67013,2118,119,5.0,1.0
WWE Wrestlemania 38 | LIVE Day 1 Watch Along With Expressions ft @Rants N Bants ​,2022-04-03,42114,1589,72,,
"WILL SMITH VS CHRIS ROCK AT THE OSCARS, HARRY MAGUIRE BOO’D, THE PREM IS BACK!! Bants Sports OOZ #33",2022-03-31,75476,3646,548,,
CHRIS ROCK SLAPPED BY WILL SMITH @ THE OSCARS #shorts #oscars2022 #willsmith,2022-03-28,33180,1493,107,,
"UNITED OUT OF EUROPE, SPURS OR ARSENAL FOR TOP 4, EL CLASSICO, POCH IN TROUBLE? BANTS SPORTS OOZ #32",2022-03-21,75990,2868,411,,
HEUNG MIN SON 손흥민 DESTROYS THE HAMMERS! Tottenham 3-1 West Ham EXPRESSIONS VLOG,2022-03-20,49959,2203,172,3.0,1.0
WEST HAM PUT IN A SPLIFF AND CAT LIVES MATTER FOR ZOUMA | Tottenham 3-1 West Ham EXPRESSIONS REACTS,2022-03-20,51844,2937,240,3.0,1.0
EXPRESSIONS STORE AND MERCH IS OUT NOW!!!,2022-03-18,11742,743,98,,
HARRY MAGUIRE BEING SELECTED FOR ENGLAND IS FOOTBALLING ILLUMINATI🤔 #shorts,2022-03-17,54275,2788,181,,
THE WIN LOSE RECORD CONTINUES TOP 4? Brighton 0-2 Tottenham MATCH REACTION with EXPRESSIONS,2022-03-16,36512,1824,220,2.0,0.0
Brighton 0-2 Tottenham | Premier League LIVE Watch Along with Expressions,2022-03-16,44214,1258,23,2.0,0.0
"PETE DAVIDSON ""IM IN BED WITH YOUR WIFE"" #petedavidson #kanyewest",2022-03-14,312793,5851,264,,
"EX AND RANTS CLASH OVER RONALDO, TOP 4 ASSNA, CHELSCUM IN FINANCIAL TURMOIL | BANTS SPORTS OOZ #31",2022-03-14,88800,3898,1220,,
RONALDO RUNS RIOT AND SPURS LOSE AGAIN! 🤬 Manchester United 3-2 Tottenham EXPRESSIONS REACTS,2022-03-12,178873,7524,1086,2.0,3.0
Manchester United 3-2 Tottenham | Premier League LIVE Watch Along with Expressions,2022-03-12,165089,4117,484,2.0,3.0
"MAN UNITED EMBARRASSED IN DERBY, LAMPARD TO RELEGATE EVERTON? Bants Sports OOZ #30",2022-03-08,69676,2792,458,,
"FRANK LAMPARD PUT IN A SPLIFF, SACKED IN THE MORNING! Tottenham 5-0 Everton EXPRESSIONS REACTS",2022-03-07,71547,3491,372,5.0,0.0
Tottenham 5-0 Everton | Premier League LIVE Watch Along with Expressions,2022-03-07,70670,2177,51,5.0,0.0
TOTTENHAM OUT OF THE FA CUP ON MY BIRTHDAY 🤬🤬 Middlesbrough 1-0 Tottenham EXPRESSIONS REACTS,2022-03-01,182312,9164,1468,0.0,1.0
Middlesbrough 1-0 Tottenham | FA Cup LIVE Watch Along with Expressions,2022-03-01,129141,3808,432,0.0,1.0
KEPA COSTS CHELSEA THE CUP & CR7 IS IT TIME TO RETIRE? Bants Sports OOZ #29,2022-02-28,66556,2737,568,,
LEEDS PUT IN A SPLIFF THEY COULD BE RELEGATED!!  Leeds 0-4 Tottenham EXPRESSIONS REACTS,2022-02-26,48499,2339,247,4.0,0.0
Leeds 0-4 Tottenham | LIVE Watch Along With Expressions,2022-02-26,69333,2161,44,4.0,0.0
ANTONIO CONTE LOSES IT IN POST MATCH INTERVIEW! WILL HE LEAVE TOTTENHAM? EXPRESSIONS REACTS,2022-02-24,104855,4405,590,,
WHAT AN ABSOLUTE JOKE!! 🤬 Burnley 1-0 Tottenham EXPRESSIONS REACTS,2022-02-23,152928,6047,1015,0.0,1.0
Burnley 1-0 Tottenham | LIVE Watch Along With Expressions,2022-02-23,85421,2404,212,0.0,1.0
"SPURS BEAT CITY, FODEN'S MUM VS SCOUSERS & EX MEETS AMY DAY FROM LOVE ISLAND! Bants Sports OOZ #28",2022-02-21,78804,3067,516,,
Amir Khan vs Kell Brook | LIVE Bants Sports OOZ Watch Along ft Expressions and Rants,2022-02-19,63757,1855,49,,
CITEHHH TURNED OVER AT HOME!!! Manchester City 2-3 Tottenham EXPRESSIONS REACTS,2022-02-19,133685,7062,700,3.0,2.0
Manchester City 2-3 Tottenham | LIVE Watch Along With Expressions,2022-02-19,201928,7166,471,3.0,2.0
THIS COULD BE A PREMIER LEAGUE FUNERAL! MANCHESTER CITY VS TOTTENHAM - Match Preview @Big Steve Mcfc,2022-02-18,57012,2833,326,,
"SPURS LOSE AGAIN, RONALDO IS FINISHED? THOUGHTS ON SUPERBOWL - Bants Sports OOZ #27",2022-02-14,90544,3616,656,,
IM SEETHING AFTER THAT PERFORMANCE 🤬 Tottenham 0-2 Wolves MATCHDAY VLOG,2022-02-13,91015,2920,448,0.0,2.0
TOP 4 IS DONE I'VE HAD ENOUGH OF BELIEVING! - Tottenham 0-2 Wolves EXPRESSIONS REACTS,2022-02-13,172198,7762,1259,0.0,2.0
DOMINATED 50 SHADES OF SOUTHAMPTON IM FUMING! 🤬 Tottenham 2-3 Southampton EXPRESSIONS REACTS,2022-02-09,137655,5734,794,2.0,3.0
Tottenham 2-3 Southampton | LIVE Watch Along With Expressions,2022-02-09,109947,3364,496,2.0,3.0
"UNITED CRASH OUT THE FA CUP, MARC OVERMARS & FOXES GET FED!! Bants Sports OOZ #26",2022-02-07,56401,2445,484,,
CHAMPAGNE FOOTBALL IS BACK!!! Tottenham 3-1 Brighton EXPRESSIONS REACTS,2022-02-05,45905,2333,224,3.0,1.0
Tottenham 3-1 Brighton FA CUP | LIVE Watch Along With Expressions,2022-02-05,44536,1512,51,3.0,1.0
THE ITALIAN JOB BEGINS? AUBAMEYANG LEAVES & GREENWOOD SUSPENDED! @Aba & Preach Bants Sports OOZ #25,2022-02-01,110269,4905,822,,
WWE Royal Rumble 2022 | LIVE Watch Along With Expressions ft @Rants N Bants,2022-01-30,65184,2075,105,,
ANOTHER SHOCKING TRANSFER WINDOW FOR SPURS! 🤬 WILL CONTE WALK? TRAORE DEAL OFF! EXPRESSIONS REACTS,2022-01-27,87685,3598,689,,
"SPURS LOSE TO CHELSEA AGAIN, ROLEX RALPH BACK, ARSENAL OUT 2 CUPS IN 2 WEEKS! Bants Sports OOZ #24",2022-01-24,66050,2549,449,,
"IM TIRED OF PLAYING CHELSEA NOW, WE NEVER WIN! Chelsea 2-0 Tottenham EXPRESSIONS REACTS",2022-01-23,112439,5086,630,0.0,2.0
Chelsea 2-0 Tottenham | LIVE Watch Along With Expressions,2022-01-23,98860,2947,185,0.0,2.0
BLACK GREALISH STEVIE WONDER TO THE RESCUE!!! Leicester 2-3 Tottenham EXPRESSIONS REACTS,2022-01-19,88676,4878,392,3.0,2.0
Leicester 2-3 Tottenham | LIVE Watch Along With Expressions,2022-01-19,177244,6407,576,3.0,2.0
ARSENAL GET THE NLD POSTPONED 😭 AND CR7 RIPS UNITED PLAYERS MENTALITY! Bants Sports OOZ #23,2022-01-17,70425,2595,581,,
THE NORTH LONDON DERBY IS HERE! TOTTENHAM VS ARSENAL - Expressions vs @TroopzTV,2022-01-14,112564,5360,589,,
WE ARE OUT OF THE CUP!!! 😡😡😡 | Tottenham 0-1 Chelsea MATCH DAY VLOG with EXPRESSIONS,2022-01-13,49461,1913,224,0.0,1.0
OUT THE CARABAO CUP 🤬Tottenham 0-1 Chelsea (0-3) MATCH REACTION with EXPRESSIONS,2022-01-12,99145,5348,629,0.0,1.0
"ASSNA OUT OF THE FA CUP, EXPRESSIONS AND RANTS WANT PLAYERS OUT!!! - Bants Sports OOZ #22",2022-01-10,57189,2389,414,,
ABSOLUTELY DISGRACEFUL IM FUMING! 🤬 Chelsea 2-0 Tottenham - Carabao Cup | EXPRESSIONS REACTS,2022-01-05,127626,6037,830,0.0,2.0
DISGRACEFUL PERFORMANCE! 🤬Chelsea 2-0 Tottenham - Carabao Cup | LIVE Watch Along With Expressions,2022-01-05,103230,2878,203,0.0,2.0
"WRECK IT RALF AT THE WHEEL, VAR-SENAL ROBBED? 🤣 LUKAKU WANTS OUT! Bants Sports OOZ #21",2022-01-04,67467,2933,780,,
3 POINTS BUT CONTE NEEDS SOME NEW PLAYERS IMMEDIATELY!!! Watford 0-1 Tottenham | EXPRESSIONS REACTS,2022-01-01,45607,2203,234,1.0,0.0
Watford 0-1 Tottenham | LIVE Watch Along With Expressions,2022-01-01,80944,2378,130,1.0,0.0
