date,title,views,likes,comments,team_score,opponent_score,result
2021-12-20,Man United 21/22 Player Ratings So Far! Man Utd News,123320,4814,286.0,2.0,1.0,win
2021-12-27,HOW'S RASHFORD PICKED!? Newcastle United 1-1 Manchester United | ADAM'S FAN VLOG,430586,12686,1875.0,1.0,1.0,draw
2021-12-30,GOLDBRIDGE! Manchester United 3-1 Burnley  Match Reaction,281222,9751,663.0,3.0,1.0,win
2022-01-03,WE'LL STRUGGLE TO GET EUROPA! Manchester United 0-1 Wolves | HARRY'S FAN VLOG,814600,21801,2579.0,0.0,1.0,loss
2022-01-10,LINDELOF HAS TO GO! Manchester United 1-0 Aston Villa | ANGRY GINGE'S FAN VLOG,14645,451,161.0,1.0,0.0,win
2022-01-11,RASHFORD'S CONFIDENCE IS ROCK BOTTOM! Manchester United 1-0 Aston Villa | H'S FAN VLOG,17809,329,81.0,1.0,0.0,win
2022-01-15,BETTER BUT FUMING WE'VE HANDED VILLA 2 POINTS! Aston Villa 2-2 Manchester United | GRAHAM'S FAN VLOG,560487,13480,1354.0,2.0,2.0,draw
2022-01-19,THE START OF SOMETHING? Brentford 1-3 Manchester United | LIVE Fan Forum,392729,13529,711.0,3.0,1.0,win
2022-01-22,BUZZING FOR TOP 4! Manchester United 1-0 West Ham | ANDREW'S FAN VLOG,82749,2617,286.0,1.0,0.0,win
2022-02-04,GOLDBRIDGE! Manchester United 1-1 Middlesbrough! Match Reaction,430019,11344,1499.0,1.0,1.0,draw
2022-02-05,WE ARE BOTTLE FC! Manchester United 1-1p Middlesbrough | BETH'S FAN VLOG,63732,1305,312.0,1.0,1.0,draw
2022-02-12,WE DESERVED TO LOSE! Manchester United 1-1 Southampton | LANDAN & SOLOMON’S FAN VLOG,541134,13078,1663.0,1.0,1.0,draw
2022-02-15,SEAGULL'S SLAM DUNK'D BY RONALDO! Manchester United 2-0 Brighton | LIVE Fan's Forum,377118,11064,481.0,2.0,0.0,win
2022-02-16,McFRED JUST NOT GOOD ENOUGH! Manchester United 2-0 Brighton | JEMIEL’S FAN VLOG,56962,1754,195.0,2.0,0.0,win
2022-02-20,United ROSE To The Occasion! Leeds United 2-4 Manchester United | ADAM'S FAN VLOG,487858,14054,702.0,4.0,2.0,win
2022-02-23,ALL TO PLAY FOR! Atletico Madrid 1-1 Manchester United | LIVE Fan's Forum,392051,11117,900.0,1.0,1.0,draw
2022-02-26,UNITED'S STANDARDS NON-EXISTENT! Manchester United 0-0 Watford | MARK'S FAN VLOG,469165,11979,1491.0,0.0,0.0,draw
2022-03-06,GOLDBRIDGE! MANCHESTER CITY 4-1 MANCHESTER UNITED Match Reaction,492522,11920,1115.0,1.0,4.0,loss
2022-03-12,ARE YOU READY ATLETICO? Manchester United 3-2 Tottenham Hotspur | FAN VLOG,618224,22527,1294.0,3.0,2.0,win
2022-03-15,IT'S THE PLAYERS FAULT! Manchester United 0-1 Atletico Madrid | BETH'S FAN VLOG,747248,19071,2205.0,0.0,1.0,loss
2022-03-16,UNITED PLAYERS WANT TO LEAVE? LET THEM! Manchester United 0-1 Atletico Madrid | ZAMEER'S FAN VLOG,126740,2459,557.0,0.0,1.0,loss
2022-04-02,RANGNICK TACTICS IGNORED! Manchester United 1-1 Leicester City | MARK'S FAN VLOG,534526,12561,1667.0,1.0,1.0,draw
2022-04-09,RANGNICK & PLAYERS PATHETIC! Everton 1-0 Manchester United | RYAN'S FAN VLOG,630361,15117,2029.0,0.0,1.0,loss
2022-04-16,RONALDO THE GOAT! Manchester United 3-2 Norwich | KIRK'S FAN VLOG,519116,18096,1221.0,3.0,2.0,win
2022-04-19,MAGUIRE & CO HORROR SHOW! Liverpool 4-0 Manchester United | LIVE Fan's Forum,872637,20633,2114.0,0.0,4.0,loss
2022-04-23,BRUNO & TELLES DROP STINKERS! Arsenal 3-1 Manchester United | LIVE Fan's Forum,546206,13784,1336.0,1.0,3.0,loss
2022-04-28,SICK OF BRUNO! Manchester United 1-1 Chelsea | ANDREW'S FAN VLOG,449641,13055,1246.0,1.0,1.0,draw
2022-05-02,McTOMINAY DEFINITION OF AVERAGE! Manchester United 3-0 Brentford | MARK & LANDAN'S FAN VLOG,535487,22285,1525.0,3.0,0.0,win
2022-05-07,UNITED FIVE YEARS AWAY FROM TITLE! Brighton 4-0 Manchester United | SANTINO'S FAN VLOG,631725,18914,2010.0,0.0,4.0,loss
2022-05-22,TEN HAG NEEDS NEW DEFENCE! Crystal Palace 1-0 Manchester United | GRAHAM'S FAN VLOG,595488,17121,1532.0,0.0,1.0,loss
