title,date,views,likes,comments,team_score,opponent_score
Manchester United vs Tottenham With Mark Goldbridge LIVE,2019-07-25,356380,3712,50.0,,
Solskjaer Needs Time! Ingrid Halstensen Man Utd Transfer News,2019-07-25,78182,1917,235.0,,
Milinkovic-Savic Transfer Close? Man Utd Transfer News,2019-07-24,172132,3787,524.0,,
"Man Utd vs Tottenham Preview! Solskjaer, Lingard, Chong Player Cams! Manchester United Tour 2019",2019-07-24,96264,3050,342.0,,
Transfer Holdup! Solskjaer Press Conference Reaction! Man Utd Transfer News,2019-07-24,151091,3982,353.0,,
"Fernandes, Pepe, Milinkovic-Savic 200 Million Transfer Swoop! Man Utd Transfer News",2019-07-23,201706,5301,484.0,,
Solskjaer's Transfer Demand! Man Utd Transfer News | Manchester United Tour 2019,2019-07-23,104657,2629,331.0,,
Huge Lukaku for Perisic Bid! Man Utd Transfer News,2019-07-23,139506,3136,720.0,,
Bruno Fernandes Transfer Delay! Man Utd Transfer News,2019-07-22,197380,4264,451.0,,
Fernandes Deal Probable! Maguire Deal Today Man Utd Transfer News,2019-07-22,198193,4572,631.0,,
Solskjaer's Transfer Dream! Man Utd Transfer News,2019-07-21,188308,4356,333.0,,
Gareth Bale to United? Nicolas Pepe 70 Million Bid? Man Utd Transfer News,2019-07-21,160478,3906,575.0,,
Fernandes and Milinkovic-Savic Transfer Offer? Man Utd Transfer News | Manchester United Tour 2019,2019-07-20,115150,2539,285.0,,
Flex! Wan-Bissaka & Greenwood SuperStars! Manchester United 1-0 Inter Milan Match Reaction,2019-07-20,38993,1246,132.0,1.0,0.0
Manchester United 1-0 Inter Milan | Mason Greenwood Can Be Top Class!,2019-07-20,22018,517,27.0,1.0,0.0
Manchester United 1-0 Inter Milan | Wan-Bissaka Will Pocket Messi!,2019-07-20,23861,885,162.0,1.0,0.0
Manchester United 1-0 Inter Milan | Wan-Bissaka Is Immense!,2019-07-20,31331,763,73.0,1.0,0.0
Manchester United 1-0 Inter Milan | Mason Greenwood is Van Persie reborn!,2019-07-20,29157,657,47.0,1.0,0.0
Manchester United 1-0 Inter Milan | Sell Lukaku Sign Bruno Fernandes!,2019-07-20,24125,634,64.0,1.0,0.0
Goldbridge! Greenwood World Class! Manchester United 1-0 Inter Milan Match Reaction,2019-07-20,168390,6809,705.0,1.0,0.0
Manchester United vs Inter Milan With Mark Goldbridge LIVE,2019-07-20,253549,3751,51.0,,
Bruno Fernandes Bidding War? Exclusive Man Utd Training Footage! Man Utd Transfer News,2019-07-19,86624,2248,274.0,,
Lukaku Gone? Solskjaer Press Conference Reaction! Man Utd Transfer News,2019-07-19,132381,3430,400.0,,
Harry Maguire Transfer! James Cooper Sky Sports Man Utd Transfer News Latest Interview,2019-07-18,157196,3914,375.0,,
Milinkovic Savic 80 Million? Bid Man Utd Transfer News,2019-07-18,114067,2782,479.0,,
Maguire Valuation Not Met! Man Utd Transfer News | Manchester United Tour 2019,2019-07-17,75853,1399,146.0,,
Flex! Manchester United 4-0 Leeds United | Wan-Bissaka a Game Changer!,2019-07-17,34722,930,106.0,4.0,0.0
Manchester United 4-0 Leeds United | Solskjaer Is The Man!!!,2019-07-17,28603,819,42.0,4.0,0.0
Manchester United 4-0 Leeds United | Lukaku Has To Go!,2019-07-17,15110,391,34.0,4.0,0.0
Manchester United 4-0 Leeds United | Chong and Tuanzebe Need Loan Moves!,2019-07-17,20054,628,49.0,4.0,0.0
Manchester United 4-0 Leeds United | Marcus Rashford Exceptional!,2019-07-17,20911,635,45.0,4.0,0.0
Manchester United 4-0 Leeds United | Mason Greenwood In Alexis Sanchez Out!,2019-07-17,31454,823,105.0,4.0,0.0
Goldbridge! Manchester United 4-0 Leeds United Match Reaction,2019-07-17,163994,5119,474.0,4.0,0.0
Manchester United vs Leeds United With Mark Goldbridge LIVE,2019-07-17,282094,3946,39.0,,
Pogba Told To Shut It! Man Utd vs Leeds Preview & Transfer News,2019-07-16,183780,5326,362.0,,
Pogba for Neymar? Man Utd Transfer News | Manchester United Tour 2019,2019-07-16,95355,2283,343.0,,
De Gea Stays! Solskjaer Press Conference Reaction! Man Utd Transfer News,2019-07-16,155787,5769,504.0,,
Maguire Transfer Request! 50 Million Bruno Fernandes Bid? Man Utd Transfer News,2019-07-15,185855,4883,408.0,,
Harry Maguire Medical Today? Man Utd Transfer News,2019-07-15,193257,4358,535.0,,
Solskjaer's Bruno Fernandes Battle! Man Utd Transfer News,2019-07-14,154610,4046,408.0,,
Bruno Fernandes Transfer: Simon Peach Man Utd Transfer News,2019-07-14,174937,4393,344.0,,
Solskjaer Confident on Transfers! Man Utd Transfer News | Manchester United Tour 2019,2019-07-13,97454,2022,199.0,,
Flex! Manchester United 2-0 Perth Glory | Daniel James Looks Special!,2019-07-13,34637,843,93.0,2.0,0.0
Manchester United 2-0 Perth Glory | Matic Legs Are Gone!,2019-07-13,17457,470,53.0,2.0,0.0
Manchester United 2-0 Perth Glory | Lukaku Out Mason Greenwood In!,2019-07-13,16642,439,46.0,2.0,0.0
Manchester United 2-0 Perth Glory | Lukaku Go But  Pogba Has To Stay!,2019-07-13,22098,580,87.0,2.0,0.0
Manchester United 2-0 Perth Glory | SIGN Bruno Fernandes for Pogba!,2019-07-13,29546,725,152.0,2.0,0.0
Manchester United 2-0 Perth Glory | Solskjaer Needs Transfers!,2019-07-13,40025,1451,189.0,2.0,0.0
Goldbridge! Manchester United 2-0 Perth Glory Match Reaction,2019-07-13,156908,5008,436.0,2.0,0.0
Manchester United vs Perth Glory With Mark Goldbridge LIVE,2019-07-13,330940,5399,51.0,,
Lukaku Transfer Blow! Man Utd vs Perth Glory Preview and Transfer News,2019-07-12,159875,3374,542.0,,
Maguire Transfer Close! Man Utd Transfer News | Manchester United Tour 2019,2019-07-12,115584,2477,354.0,,
Pogba New Contract? Longstaff Deal Close! Man Utd Transfer News,2019-07-11,164288,4677,403.0,,
Milinkovic-Savic Bid? Man Utd Transfer News | Manchester United Tour 2019,2019-07-11,125791,3485,410.0,,
Solskjaer's 150 Million Midfield Swoop? Man Utd Transfer News,2019-07-11,149274,3198,812.0,,
Lukaku Exit Is Close! Man Utd Transfer News | Manchester United Tour 2019,2019-07-10,98232,2363,231.0,,
Pogba To Go? Solskjaer Press Conference Reaction!,2019-07-10,149606,4156,605.0,,
Bruno Fernandes Waiting for Man Utd Transfer! Man Utd Transfer News,2019-07-09,176152,4532,467.0,,
Harry Maguire Transfer Is GO! Man Utd Transfer News,2019-07-09,170657,4057,578.0,,
Solskjaer's 200 Million Transfer Frustration! Man Utd Transfer News,2019-07-08,161246,4293,466.0,,
De Ligt To Man Utd For Pogba? Man Utd Transfer News,2019-07-08,148198,3735,606.0,,
Bruno Fernandes Manchester United Transfer Dream! Man Utd Transfer News,2019-07-07,199172,4757,501.0,,
Why Solskjaer MUST Sell Pogba! Man Utd Transfer News,2019-07-06,176118,4055,735.0,,
Milinkovic-Savic Transfer Talks? Bruno Fernandes Update! Man Utd Transfer News,2019-07-06,160311,3728,592.0,,
Paul Pogba Transfer Request Says Raiola! Man Utd Transfer News,2019-07-05,174705,4237,1028.0,,
Solskjaer Demands More Transfers! Man Utd Transfer News,2019-07-05,143329,4091,524.0,,
Paul Pogba Replaced by Saul Niguez? Man Utd Transfer News,2019-07-05,127602,2897,521.0,,
Bruno Fernandes & Harry Maguire Double Signing? Man Utd Transfer News,2019-07-04,193868,4911,451.0,,
Harry Maguire Confirmed? Man Utd Transfer News,2019-07-04,180940,4641,721.0,,
Bruno Fernandes Transfer Latest! Man Utd Transfer News,2019-07-04,148063,3567,649.0,,
Solskjaer Targets Lukaku Replacement! Man Utd Transfer News,2019-07-03,172469,4745,474.0,,
Bruno Fernandes Confirmed? Man Utd Transfer News,2019-07-03,166927,4893,434.0,,
Gareth Bale Transfer Could Happen! Man Utd Transfer News,2019-07-03,139488,3443,911.0,,
Solskjaer's Midfield Transfer Crisis? Man Utd Transfer News,2019-07-02,150425,4158,709.0,,
Harry Maguire 70 Million Bid! Man Utd Transfer News,2019-07-02,155275,3626,780.0,,
Jadon Sancho Next? Man Utd Transfer News,2019-07-02,134837,3445,508.0,,
Solskjaer's Bruno Fernandes Transfer Dream Team! Man Utd Transfer News,2019-07-01,187539,4321,430.0,,
Marcus Rashford Signs New Contract! Man Utd Transfer News,2019-07-01,122390,3454,519.0,,
2 Transfers This Week! Man Utd Transfer News,2019-07-01,181815,3981,618.0,,
Solskjaer's Shock Transfer Swoop! Man Utd Transfer News,2019-06-30,220329,5059,585.0,,
Bruno Fernandes Transfer Accelerates! Man Utd Transfer News,2019-06-30,182266,5093,447.0,,
Solskjaer's 200 Million Transfer Promise! Man Utd Transfer News,2019-06-29,213014,5342,683.0,,
Pogba Stays! Bruno Fernandes Transfer Message! Man Utd Transfer News,2019-06-28,219872,5761,600.0,,
Bruno Fernandes: United Now Favourites! Man Utd Transfer News,2019-06-28,167742,4450,728.0,,
Solskjaer Wants Aubameyang & Longstaff? Man Utd Transfer News,2019-06-27,197793,5481,627.0,,
Solskjaer Targets 6 More Transfers! Man Utd Transfer News,2019-06-27,175985,3959,723.0,,
Bruno Fernandes Deal By Friday? Wan-Bissaka Offical Tomorrow! Man Utd Transfer News,2019-06-26,212670,5991,475.0,,
Wan Bissaka Deal Done! Man Utd Transfer News,2019-06-26,214460,12894,886.0,,
Ndombele Transfer Snub! Wan Bissaka Signs Today? Man Utd Transfer News,2019-06-26,116303,2794,743.0,,
Bruno Fernandes Transfer Drama! Man Utd Transfer News,2019-06-25,160286,3606,499.0,,
Rabiot & Fernandes Snub United? Man Utd Transfer News,2019-06-25,145094,3036,838.0,,
Nicolas Pepe Transfer Bid! Wan Bissaka & Bruno Fernandes Close? Man Utd Transfer News,2019-06-24,133743,3413,328.0,,
"Icardi, Sancho and Koulibaly Transfer Trilogy? Man Utd Transfer News",2019-06-24,128146,3283,618.0,,
Solskjaer Demands Bruno Fernandes Transfer! Man Utd Transfer News,2019-06-23,157720,4173,488.0,,
Wan Bissaka Deal Done This Week! Griezmann Deal Hijack? Man Utd Transfer News,2019-06-23,166460,3677,423.0,,
United Stand FC vs Five Guys FC! Goldbridge Gets The Boot!,2019-06-22,90524,2072,265.0,,
De Gea Stays! De Ligt Transfer Decision! Man Utd Transfer News,2019-06-22,191473,4449,803.0,,
Solskjaer Transfer Plans Ruined by Pogba! Man Utd Transfer News,2019-06-21,166521,4631,486.0,,
Bruno Fernandes Bid Made? Man Utd Transfer News,2019-06-21,132645,3347,301.0,,
Solskjaer's Huge Transfer Boost! Man Utd Transfer News,2019-06-20,187491,4282,611.0,,
Wan Bissaka Transfer Agreed? Bruno Fernandes BIG Update! Man Utd Transfer News,2019-06-20,157782,4998,540.0,,
Koulibaly To Man Utd Still Possible! Man Utd Transfer News,2019-06-20,107801,2772,464.0,,
Enough is Enough #GlazersOut | Man Utd News,2019-06-19,143049,5502,557.0,,
Wan Bissaka Transfer Fee Agreed? Man Utd Transfer News,2019-06-19,163895,4581,509.0,,
Wan Bissaka Final Bid! Max Aarons Talks Begin? Man Utd Transfer News,2019-06-19,117252,3558,422.0,,
Bruno Fernandes Transfer Update! Aubameyang Bid? Man Utd Transfer News,2019-06-19,136650,3225,661.0,,
Solskjaer's Transfer Shambles! Juan Mata New Deal! Man Utd Transfer News,2019-06-18,165529,4426,1076.0,,
Let Pogba Go! Get Bruno Fernandes In! Man Utd Transfer News,2019-06-18,105542,2159,622.0,,
Solskjaer's World Record Transfer Bid? Man Utd Transfer News,2019-06-18,172576,3534,858.0,,
Wan Bissaka Deal Agreed? Man Utd Transfer News,2019-06-17,167935,4788,525.0,,
Solskjaer's Pogba Replacements! Man Utd Transfer News,2019-06-16,150498,4014,793.0,,
Pogba Confirms Man Utd Exit! Man Utd Transfer News,2019-06-16,199829,5593,1683.0,,
Wan Bissaka Transfer Breakthrough! Tielemans Talks Begin? Man Utd Transfer News,2019-06-15,158151,3812,536.0,,
Solskjaer Wins 80 Million Transfer Race? Man Utd Transfer News,2019-06-14,211202,4340,721.0,,
Pogba Out Longstaff & Rabiot In? Man Utd Transfer News Now,2019-06-14,131714,3393,907.0,,
Ndombele Talks Begin! Man Utd Transfer News,2019-06-14,118680,2784,477.0,,
Lukaku Transfer Agreed? Wan Bissaka 50 Million Deal! Man Utd Transfer News,2019-06-13,160051,5450,504.0,,
Why Bruno Fernandes is The Perfect Man Utd Transfer! Man Utd Transfer News,2019-06-13,104978,3148,508.0,,
United Hijack Griezmann Transfer? Manchester United Fixtures 2019/20! Man Utd Transfer News,2019-06-13,137726,3381,364.0,2.0,9.0
Bruno Fernandes Deal Done This Week? Man Utd Transfer News,2019-06-12,184550,5911,429.0,,
Daniel James Signs For Manchester United! Man Utd Transfer News,2019-06-12,94882,5497,311.0,,
De Ligt Gives Man Utd Transfer Hope! Man Utd Transfer News,2019-06-11,156058,4225,435.0,,
Forget De Ligt! Bruno Fernandes Transfer Is Legit! Man Utd Transfer News,2019-06-11,125014,2452,552.0,,
Wan Bissaka & Harry Maguire Double Transfer Swoop! Man Utd Transfer News,2019-06-10,155291,4450,513.0,,
De Ligt Final Offer! Pogba Madrid Talks? Man Utd Transfer News,2019-06-09,156381,3533,465.0,,
Solskjaer's Next 5 Transfers Revealed! Man Utd Transfer News,2019-06-08,182409,4636,604.0,,
Bruno Fernandes Next? Man Utd Transfer News,2019-06-07,147231,4115,502.0,,
De Ligt Transfer Dream Over! New Star Incoming! Man Utd Transfer News LIVE,2019-06-07,162158,3497,625.0,,
Zaha Transfer Hope! Man Utd Transfer News,2019-06-06,99003,2291,551.0,,
Bruno Fernandes Deal Done? De Gea to PSG? Man Utd Transfer News,2019-06-05,177658,3311,408.0,,
De Ligt Transfer Deadline Set! Man Utd Transfer News,2019-06-05,143938,3987,580.0,,
Bruno Fernandes 80 Million Bid? Man Utd Transfer News,2019-06-04,144100,3138,347.0,,
United Stand FC vs Hackney Wick FC! Goldbridge & Flex Frustration!,2019-06-02,82237,2037,330.0,,
De Ligt Transfer Update! Bruno Fernandes Deal Incoming! Man Utd Transfer News,2019-05-31,186739,4256,535.0,,
United Huge Transfer Offer? Man Utd Transfer News,2019-05-31,133871,2841,519.0,,
Lukaku and Pogba Staying? Man Utd Transfer News,2019-05-30,130426,2948,426.0,,
Bruno Fernandes Confirms Transfer! Man Utd Transfer News,2019-05-30,175182,3852,871.0,,
De Ligt Transfer a Big Mistake? Flex and Rants MUFC Talk,2019-05-29,71377,1615,324.0,,
Lukaku Transfer Agreed? Ramos To Man Utd? Man Utd Transfer News,2019-05-28,199848,3897,562.0,,
De Ligt Right For Man Utd Says Jaap Stam | Man Utd Legends Vlog,2019-05-28,71343,2233,197.0,,
DE LIGT Transfer Latest! Man Utd OutBid Barcelona!,2019-05-27,143697,4459,515.0,,
De Ligt Transfer Very Close! Man Utd Transfer News,2019-05-25,222839,5678,805.0,,
De Ligt Tielemans Bruno Fernandes! Man Utd Transfer News,2019-05-25,161133,3947,767.0,,
Solskjaer's 40 Million Moussa Dembele bid? Man Utd Transfer News,2019-05-24,148907,3407,507.0,,
"De Ligt, Ndombele, Griezmann! Manchester United Transfer News",2019-05-24,104075,2030,314.0,,
Icardi or Griezmann to Man Utd? Man Utd Transfer News,2019-05-24,120527,2694,784.0,,
Solskjaer's 7 Transfer Targets! Man Utd Transfer News,2019-05-23,233045,5078,668.0,,
United in Pedro Transfer Swoop! Man Utd Transfer News,2019-05-23,153056,3330,622.0,,
De Ligt to Man Utd Is On! Man Utd Transfer News,2019-05-22,193248,4174,828.0,,
Solskjaer's Pogba Transfer Plan! Man Utd Transfer News,2019-05-21,166221,3623,435.0,,
Solskjaer Must Put Transfers over Youth! Flex and Rants MUFC Talk,2019-05-21,76101,1714,411.0,,
Ndombele Bid Confirmed? Man Utd Transfer News,2019-05-21,140971,3043,634.0,,
United Stand FC vs Football Daily! Goldbridge Sees Red!,2019-05-18,254149,6701,514.0,,
Griezmann & De Ligt to Man Utd Possible! Man Utd Transfer News,2019-05-17,189556,4379,785.0,,
Pogba Zaha Koulibaly! Man Utd Transfer News,2019-05-16,156779,3241,566.0,,
Koulibaly Transfer Close! Man Utd Transfer News,2019-05-15,184277,4368,1018.0,,
Man Utd Bid Big For Fernandes? Man Utd Transfer News,2019-05-14,127612,2682,755.0,,
Solskjaer Eyes Pogba Replacement? Man Utd Transfer News,2019-05-13,158463,3240,1002.0,,
GREENWOOD WAS HIGHLIGHT!  Man United vs Cardiff Player Ratings! Man Utd News,2019-05-12,60258,1077,175.0,,
Flex! I NEED A BREAK!! Manchester United vs Cardiff Match Reaction,2019-05-12,63066,1335,223.0,,
Herrera Huge Loss! Manchester United 0-2 Cardiff FanCam,2019-05-12,39797,1010,136.0,0.0,2.0
Solskjaer Too Weak? Manchester United vs Cardiff 0-2 FanCam,2019-05-12,118776,2455,581.0,2.0,0.0
The New Arsenal! Manchester United 0-2 Cardiff Fancam,2019-05-12,74502,1003,256.0,0.0,2.0
Manchester United 0-2 Cardiff | Rashford Not Good Enough! Fancam,2019-05-12,86805,1295,393.0,0.0,2.0
Manchester United vs Cardiff With Mark Goldbridge,2019-05-12,271748,3220,201.0,,
Goldbridge! Greenwood Shames Rashford! Manchester United 0-2 Cardiff Match Reaction,2019-05-12,275857,6864,1308.0,0.0,2.0
"Jones, Young, Lingard, Rashford Out! Manchester United 0-2 Cardiff FanCam",2019-05-12,127777,1795,570.0,0.0,2.0
Solskjaer Young Obsession! Manchester United 0-2 Cardiff FanCam,2019-05-12,64389,717,264.0,0.0,2.0
Solskjaer Demands Fundamental Transfer! Man Utd News,2019-05-11,139875,3274,656.0,,
De Ligt to Man Utd Latest! Man Utd Transfer News,2019-05-10,135774,2924,757.0,,
Manchester United vs Cardiff! Solskjaer Out of Patience!,2019-05-09,126793,2783,573.0,,
Paul Pogba Transfer Off! Man Utd Transfer News,2019-05-09,146029,3179,812.0,,
Solskjaer To Sell Martial? Man Utd News Now,2019-05-07,122489,3016,653.0,,
Man Utd 85 Million Dybala Bid? Man Utd Transfer News,2019-05-07,143091,3188,924.0,,
Man Utd Players Have Lost The Fans! Man Utd News,2019-05-06,132633,3861,711.0,,
Phil Jones SHOCKING! Huddersfield vs Man United Player Ratings! Man Utd News,2019-05-05,76539,1192,298.0,,
Flex! Chong Only Positive! Huddersfield 1-1 Manchester United Match Reaction,2019-05-05,44874,876,158.0,1.0,1.0
Solskjaer Be Ruthless! Huddersfield 1-1 Manchester United FanCam,2019-05-05,32043,506,102.0,1.0,1.0
Pogba's Checked Out! Huddersfield 1-1 Manchester United Fancam,2019-05-05,67180,1084,309.0,1.0,1.0
Huddersfield vs Manchester United with Mark Goldbridge,2019-05-05,236177,2935,155.0,,
SELL THEM ALL! Huddersfield 1-1 Manchester United FanCam,2019-05-05,89220,1644,458.0,1.0,1.0
Solskjaer Shock Transfer Interest! Man Utd News,2019-05-03,122766,3018,571.0,,
Solskjaer Press Conference Reaction! Huddersfield vs Manchester United,2019-05-03,82517,2419,324.0,,
Huddersfield vs Manchester United! Solskjaer Must Play Greenwood!,2019-05-02,92391,2447,455.0,,
Man Utd Target Next Scholes? Man Utd Transfer News,2019-05-02,118493,2951,658.0,,
Manchester United vs Chelsea With Mark Goldbridge,2019-05-01,280462,3483,73.0,,
Solskjaer Facing Man Utd Mission Impossible! Man Utd News,2019-05-01,90542,2762,314.0,,
Solskjaer Exposed by Man Utd Players! Flex & Rants MUFC Talk,2019-04-30,97478,2004,739.0,,
Man Utd Players Solskjaer Must Sell! Man Utd News,2019-04-29,136157,3278,746.0,,
Who was worse? ft 100 Percent Chelsea Manchester United 1-1 Chelsea FanCam,2019-04-29,15116,379,38.0,1.0,1.0
De Gea gets 0? Man Utd vs Chelsea Player Ratings! Man Utd News,2019-04-29,41060,786,164.0,,
Solskjaer Not To Blame! Manchester United 1-1 Chelsea FanCam,2019-04-28,21392,716,111.0,1.0,1.0
Bottlers FC! Manchester United 1-1 Chelsea FanCam,2019-04-28,18536,344,43.0,1.0,1.0
Best Player's Leaving! Manchester United 1-1 Chelsea FanCam,2019-04-28,58298,1074,259.0,1.0,1.0
Goldbridge! Solskjaer's Luck Gone! Manchester United 1-1 Chelsea Match Reaction,2019-04-28,175484,4617,902.0,1.0,1.0
Players Don't Care! Manchester United 1-1 Chelsea Fancam,2019-04-28,33172,949,203.0,1.0,1.0
Pogba Transfer Request? Man Utd News,2019-04-27,143987,2916,843.0,,
Solskjaer Leadership Challenge! Man Utd News Now,2019-04-26,96281,2268,426.0,,
Manchester United vs Chelsea! Solskjaer Needs Herrera! Man Utd News,2019-04-25,107636,2973,547.0,,
Icardi to Man Utd for Lukaku? Man Utd Transfer News,2019-04-25,95410,3237,513.0,,
De Gea needs dropping! Man Utd vs Man City Player Ratings! Man Utd News,2019-04-25,43659,844,240.0,,
Solskjaer Needs 500 Million! Manchester United 0-2 Manchester City FanCam,2019-04-24,26105,326,106.0,0.0,2.0
SMALL TIME CLUB! Manchester United 0-2 Manchester United FanCam,2019-04-24,71234,1158,288.0,0.0,2.0
Not Solskjaer's Fault! Manchester United 0-2 Manchester City Fancam,2019-04-24,25274,409,87.0,0.0,2.0
Screw Liverpool! Manchester United 0-2 Manchester City FanCam,2019-04-24,33635,423,105.0,0.0,2.0
De Gea Is Off! Manchester United 2-0 Manchester City Fancam,2019-04-24,28536,429,68.0,2.0,0.0
Manchester United vs Manchester City With Mark Goldbridge,2019-04-24,356451,4137,118.0,,
Lingard Useless! Manchester United 2-0 Manchester City Fancam,2019-04-24,85322,1341,381.0,2.0,0.0
Pep Schooled Solskjaer! Manchester United 0-2 Manchester City Fancam,2019-04-24,60805,981,343.0,0.0,2.0
Solskjaer's Impossible Mission! Man Utd News Now,2019-04-23,96686,2589,426.0,,
Pogba & Martial Crucial to Man Utd! Flex & Rants MUFC Talk,2019-04-23,72611,2048,881.0,,
Manchester United vs Manchester City! Solskjaer Can't Play Youth! Man Utd News,2019-04-22,130558,3109,694.0,,
UNITED STAND FC vs UNITED STAND FC! Goldbridge Can't LOSE!,2019-04-22,69495,1803,181.0,,
Rashford a One! Everton vs Man Utd Player Ratings! Man Utd News,2019-04-21,82136,1451,335.0,,
Pogba Get Rid! Everton 4-0 Manchester United fancam,2019-04-21,46327,698,244.0,0.0,4.0
Flex! Martial Can Go! Everton 4-0 Manchester United FanCam,2019-04-21,108218,2250,604.0,0.0,4.0
"Rashford, Lukaku, Martial Useless! Everton 4-0 Manchester United Fancam",2019-04-21,77878,1273,300.0,0.0,4.0
Give Solskjaer 300 Million! Everton 4-0 Manchester United Fancam,2019-04-21,41270,582,122.0,0.0,4.0
Everton vs Manchester United LIVE Watchalong,2019-04-21,367186,4179,226.0,,
Goldbridge! Everton 4-0 Manchester United Match Reaction,2019-04-21,254020,5487,1340.0,0.0,4.0
Player's Don't Care! Everton 4-0 Manchester United FanCam,2019-04-21,42723,641,143.0,0.0,4.0
Solskjaer Needs Time Says Man Utd Great! Coca Cola Premier League Tour Vlog,2019-04-21,23189,549,78.0,,
Solskjaer To Sell Lukaku? Man Utd News,2019-04-20,106601,2806,496.0,,
Man Utd Shock Transfer Link To Tottenham Star! Man Utd News,2019-04-19,93298,2439,367.0,,
Everton vs Manchester United! Solskjaer's Top 4 Decider! Man Utd News,2019-04-18,84379,2205,504.0,,
Solskjaer's Man Utd Mess! Man Utd News Now,2019-04-17,112409,3294,704.0,,
Barcelona vs Manchester United Vlog! A Messi Trip! Man Utd News,2019-04-17,18330,510,47.0,,
COUTINHO to United? NEVER! Barcelona 3-0 Manchester United FanCam,2019-04-17,18548,269,53.0,0.0,3.0
FLEX! Man Utd outclassed! Barcelona 3-0 Manchester United FanCam,2019-04-17,36584,802,169.0,0.0,3.0
Young is the worst! Barcelona 3-0 Manchester United FanCam,2019-04-17,38684,499,191.0,0.0,3.0
Solskjaer got it wrong! Barcelona 3-0 Manchester United FanCam,2019-04-17,20187,339,85.0,0.0,3.0
Lingard + Rashford Whack! Barcelona 3-0 Manchester United FanCam,2019-04-16,31184,538,163.0,0.0,3.0
Give SANCHEZ a chance! Barcelona 3-0 Manchester United FanCam,2019-04-16,23955,346,111.0,0.0,3.0
RASHFORD too wasteful! Barcelona 3-0 Manchester United FanCam,2019-04-16,9278,203,41.0,0.0,3.0
WHAT'S WRONG WITH POGBA? Barcelona 3-0 Manchester United | Fan Cam,2019-04-16,29551,461,139.0,0.0,3.0
Messi sinks United | Barcelona 3-0 Manchester United | Fan Cam,2019-04-16,31667,460,75.0,0.0,3.0
Goldbridge! Solskjaer's Bottlers! Barcelona 3-0 Manchester United Reaction,2019-04-16,217886,5316,1266.0,0.0,3.0
Barcelona vs Manchester United LIVE Match Chat,2019-04-16,103601,919,149.0,,
Barcelona vs Manchester United LIVE Match Chat | Champions League,2019-04-16,102373,1333,132.0,,
Barcelona vs Manchester United! Solskjaer To Drop Stars! Man Utd News,2019-04-14,109408,2676,559.0,,
Man Utd 2-1 West Ham | Player Ratings,2019-04-13,39602,973,256.0,1.0,2.0
FLEX | Martial was poor! Manchester United 2-1 West Ham FanCam,2019-04-13,19802,435,114.0,2.0,1.0
Solskjaer At The Wheel! Manchester United 2-1 West Ham FanCam,2019-04-13,13266,254,42.0,2.0,1.0
Give Herrera the money! Manchester United 2-1 West Ham FanCam,2019-04-13,12355,265,32.0,2.0,1.0
Pogba The Leader! Manchester United 2-1 West Ham FanCam,2019-04-13,10442,254,23.0,2.0,1.0
Manchester United vs West Ham LIVE Match Chat,2019-04-13,191037,2787,91.0,,
Declan Rice To United! Manchester United 2-1 West Ham FanCam,2019-04-13,15751,292,93.0,2.0,1.0
Goldbridge! POGBA Rescues United! Manchester United 2-1 West Ham Match Reaction,2019-04-13,100031,3575,531.0,2.0,1.0
Martial & Lingard Awful! Manchester United vs West Ham 2-1 FanCam,2019-04-13,35084,709,208.0,1.0,2.0
Pogba & De Gea Thank You! Manchester United 2-1 West Ham FanCam,2019-04-13,17743,525,103.0,2.0,1.0
United Stand FC Kit Vlog! Goldbridge Literally at The Wheel!,2019-04-13,31732,1459,129.0,,
Manchester United vs West Ham! Solskjaer's Biggest Test! Man Utd News,2019-04-11,73868,2122,419.0,,
Manchester United Player Ratings! Manchester United 0-1 Barcelona,2019-04-11,26526,663,213.0,0.0,1.0
Fred Over Matic! Manchester United 0-1 Barcelona FanCam,2019-04-10,22441,462,112.0,0.0,1.0
Goldbridge! Solskjaer's Messi Mistake! Manchester United 0-1 Barcelona Match Reaction,2019-04-10,136699,5715,1040.0,0.0,1.0
Solskjaer Press Conference Reaction! Manchester United vs Barcelona,2019-04-09,76733,2197,376.0,,
Solskjaer's Barcelona Warning! Man Utd News Now,2019-04-07,111870,3690,543.0,,
Solskjaer's Man Utd Rebuild In Danger! Man Utd News,2019-04-06,105587,2646,457.0,,
Goldbridge! 5 Man Utd Transfers For 260 Million! Man Utd News,2019-04-05,178175,4562,1349.0,,
Solskjaer Gets Ruthless! Man Utd News | United Talk,2019-04-05,54028,1376,340.0,,
Solskjaer's Summer Transfer Exodus! Man Utd News,2019-04-04,91456,2877,445.0,,
Solskjaer's Tacticial Let Down! Man Utd News Now,2019-04-03,64001,1617,395.0,,
FLEX! UTD Lack Leaders! Wolves vs Man Utd 2-1 FanCam,2019-04-02,39255,721,304.0,1.0,2.0
Wolves vs Manchester United LIVE Match Chat,2019-04-02,241522,3828,160.0,,
Solskjaer Still the Man! Wolves 2-1 Manchester United FanCam,2019-04-02,21938,339,105.0,1.0,2.0
Solskjaer's Losing Pogba! Wolves 2-1 Manchester United FanCam,2019-04-02,35251,523,185.0,1.0,2.0
Solskjaer Let Down Again! Wolves 2-1 Manchester United Fancam,2019-04-02,46024,886,311.0,1.0,2.0
Solskjaer Targets Two Midfield Transfers! Man Utd News,2019-04-01,82389,2144,435.0,,
